Fuel_Type_Code,Station_Name,Street_Address,Intersection_Directions,City,State,ZIP,Plus4,Station_Phone,Status_Code,Expected_Date,Groups_With_Access_Code,Access_Days_Time,Cards_Accepted,BD_Blends,NG_Fill_Type_Code,NG_PSI,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,EV_Other_Info,EV_Network,EV_Network_Web,Geocode_Status,Latitude,Longitude,Date_Last_Confirmed,ID,Updated_At,Owner_Type_Code,Federal_Agency_ID,Federal_Agency_Name,Open_Date,Hydrogen_Status_Link,NG_Vehicle _Class,LPG_Primary,E85_Blender_Pump,EV_Connector_Types,Country,Intersection_Directions_(French),Access_Days_Time(French),BD_Blends(French),Groups_With_Access_Code(French),Hydrogen_Is_Retail,Access_Code,Access DetailCode,Federal_Agency_Code,Facility_Type,CNG_Dispenser_Num,CNG_On-Site_Renewable_Source,CNG_Total_Compression_Capacity,CNG_Storage_Capacity,LNG_On-Site_Renewable_Source,E85_Other_Ethanol_Blends,EV_Pricing,EV_Pricing(French),LPG_Nozzle_Types,Hydrogen_Pressures,Hydrogen_Standards,CNG_Fill_Type_Code,CNG_PSI,CNG_Vehicle_Class,LNG_Vehicle_Class,EV_On-Site_Renewable_Source,Restricted_Access,RD_Blends,RD_Blends(French),RD_Blended_with_Biodiesel,RD_Maximum_Biodiesel_Level,NPS_Unit_Name,CNG_Station_Sells_Renewable_Natural_Gas,LNG_Station _Sells _Renewable_Natural_Gas,Maximum_Vehicle_Class,EV_Workplace_Charging,Funding_Sources
ELEC,San Luis Obispo County Air Pollution Control District,3433 Roberto Ct,NULL,San Luis Obispo,CA,93401,,,E,,Private,For fleet vehicle use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,1,,,Non-Networked,,GPS,35.25939,-120.64492,2023-01-10,21713,2023-02-14 15:54:11 UTC,LG,,,2002-07-15,,,,,J1772 NEMA520,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,LADWP - Wilmington District Yard,315 N Island Ave,NULL,Wilmington,CA,90744,,,E,,Private,Fleet use only,,,,,,8,,,Non-Networked,,200-8,33.773005,-118.265821,2024-01-09,25171,2025-08-18 15:54:31 UTC,LG,,,2019-04-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Fair Oaks - Orangevale - Community Library,11601 Fair Oaks Blvd,NULL,Fair Oaks,CA,95628,,916-264-2700,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.66292,-121.2634,2024-08-15,25491,2025-05-07 15:38:37 UTC,LG,,,2004-06-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Sutter Galleria Mall - University of California - Davis Extension,2901 K St,Located on the 2nd floor,Sacramento,CA,95816,,916-327-7072,E,,Public,24 hours daily; pay lot; visitor and student use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,2,,,Non-Networked,,200-9,38.57277,-121.467902,2023-10-12,25494,2025-05-16 13:33:03 UTC,P,,,2004-05-30,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,North Highlands Library,4235 Antelope Rd,NULL,Antelope,CA,95843,,916-264-2920,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.7042,-121.365,2025-06-06,25497,2025-06-06 18:42:11 UTC,LG,,,2019-08-01,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Gateway Oaks Metro Center,2710 Gateway Oaks Dr,NULL,Sacramento,CA,95833,,916-921-5795,E,,Private,Tenant use only,,,,,,1,,,Non-Networked,,200-8,38.615468,-121.517263,2025-06-06,25500,2025-06-06 18:42:11 UTC,P,,,2004-05-30,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,University of California - Davis - Medical Center,4860 Y St,"Located in Parking Structure 2, at 49th St",Sacramento,CA,95817,,800-282-3284,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.552483,-121.4487,2023-10-12,25501,2025-04-07 15:48:18 UTC,P,,,2019-11-01,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Mosquito Road Park and Ride,Mosquito Rd & Clay St,NULL,Placerville,CA,95667,,530-642-5383,E,,Public,Lot business hours; overnight parking prohibited,,,,,,2,,,Non-Networked,,GPS,38.73323,-120.78962,2023-05-03,25507,2025-05-29 13:40:05 UTC,LG,,,2004-05-30,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Vacaville - Cultural Center,1000 Ulatis Dr,NULL,Vacaville,CA,95687,,707-449-5424,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.356027,-121.9628,2024-07-11,25511,2025-02-12 00:16:32 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Stars Recreation Center,155 Browns Valley Pkwy,NULL,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,D,,,,,4,,,Non-Networked,,GPS,38.36557,-121.967,2024-07-11,25514,2025-02-12 00:16:32 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Vacaville - Regional Transport Center,190 Hickory Ln,NULL,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.35172,-121.987,2024-07-11,25515,2025-02-12 00:16:32 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Office of Housing & Redevelopment,40 Eldridge Ave,At Morales Ct,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,38.356907,-122.001886,2024-07-11,25516,2025-02-12 00:16:32 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,KUIC Radio - Parking Lot,500 Catherine St,At Davis St,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,1,,1 SP Inductive,Non-Networked,,GPS,38.355867,-121.9862,2024-07-11,25517,2025-02-12 00:16:32 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Vacaville - City Hall,650 Merchant St,NULL,Vacaville,CA,95688,,,E,,Public,24 hours daily; Primarily government use,,,,,,7,,2 SP Inductive,Non-Networked,,200-9,38.351758,-121.994475,2024-08-15,25518,2025-02-12 00:16:32 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,Citrus Heights City Hall,6360 Fountain Square Dr,Stations at rear and entrance,Citrus Heights,CA,95621,,916-725-2448,E,,Public,24 hours daily,,,,,,4,,1 SP Inductive,Non-Networked,,GPS,38.682605,-121.297614,2025-01-13,25519,2025-02-12 00:16:32 UTC,LG,,,2016-02-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Pitt School Plaza,1440 Ary Ln,NULL,Dixon,CA,95620,,707-449-5424,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,1 SP Inductive  1 Tesla Conductive,Non-Networked,,200-9,38.457369,-121.842567,2024-07-11,25520,2025-02-12 00:16:32 UTC,LG,,,2004-06-15,,,,,NEMA520,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,El Dorado County Government Center,2850 Fairlane Ct,Building C parking lot,Placerville,CA,95667,,530-621-5300,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,GPS,38.72799,-120.828,2024-01-09,25522,2024-01-31 22:07:01 UTC,LG,,,2004-05-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,El Dorado Transit Park & Ride,4640 Post St,NULL,El Dorado Hills,CA,95762,,530-642-5383,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.6476,-121.067,2024-01-09,25523,2024-01-31 22:07:01 UTC,LG,,,2012-05-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Elk Grove Kia,8480 Laguna Grove Dr,NULL,Elk Grove,CA,95758,,,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,38.40553,-121.391,2022-08-10,25525,2023-02-15 22:45:41 UTC,P,,,2012-05-10,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,CVS Pharmacy,8455 Auburn-Folsom Rd,At Douglas Blvd,Granite Bay,CA,95746,,916-791-1189,E,,Public,8am-10pm daily,,,,,,1,,,Non-Networked,,GPS,38.74453,-121.17,2023-08-10,25527,2025-05-05 20:35:39 UTC,P,,,1998-06-15,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Carmichael Library,5605 Marconi Ave,At La Vista,Carmichael,CA,95608,,916-264-2700  916-264-2920,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.618066,-121.334337,2024-08-15,25610,2025-05-07 15:38:37 UTC,P,,,2004-07-15,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Burlington International Airport,1200 Airport Dr,1st Floor Parking Garage,South Burlington,VT,5403,,802-863-2874  802-865-7571,E,,Public,24 hours daily; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2,,,,Non-Networked,,GPS,44.469281,-73.154972,2023-09-14,27036,2025-10-09 16:45:14 UTC,LG,,,2014-04-01,,,,,NEMA520,US,,,,Public,,public,,,AIRPORT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Rio Vista City Hall,1 Main St,NULL,Rio Vista,CA,94571,,707-374-6451,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.15485,-121.69,2024-07-11,27302,2025-02-12 00:16:32 UTC,LG,,,2006-08-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Fairfield City Hall,1000 Webster St,NULL,Fairfield,CA,94533,,707-428-7414,E,,Public,24 hours daily; 2 hour limit,,,,,,2,,,Non-Networked,,200-8,38.25281,-122.044229,2024-08-15,27328,2025-02-12 00:16:32 UTC,LG,,,2012-08-27,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Solano Community College,4000 Suisun Valley Rd,NULL,Fairfield,CA,94534,,707-449-5424,E,,Public,24 hours daily,,,,,,3,,1 SP Inductive,Non-Networked,,GPS,38.23723,-122.123,2024-07-11,27329,2025-02-12 00:16:32 UTC,LG,,,2005-07-15,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Vallejo Ferry Terminal,495 Mare Island Way,NULL,Vallejo,CA,94590,,707-449-5424,E,,Public,24 hours daily,,,,,,,,2 SP Inductive  1 Avcon Conductive  1 Tesla Conductive,Non-Networked,,200-8,38.105062,-122.265895,2024-07-11,27335,2025-02-12 00:16:32 UTC,LG,,,2005-07-15,,,,,,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE,
ELEC,Los Angeles International Airport (LAX) - Lot 1,1 World Way,Central Terminal Area (CTA) - P1,Los Angeles,CA,90045,,310-646-2911,E,,Public,24 hours daily; pay lot,,,,,,20,,,Non-Networked,,GPS,33.944761,-118.399767,2024-08-15,28007,2025-02-12 00:16:32 UTC,LG,,,2011-02-15,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,$2 service fee + $0.45 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Vacaville - Police Headquarters,660 Merchant St,NULL,Vacaville,CA,95688,,,E,,Private - Government only,,,,,,,1,,1 SP Inductive,Non-Networked,,200-8,38.35109,-121.993654,2024-07-11,29862,2025-02-12 00:16:32 UTC,LG,,,2006-08-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,Burlington International Airport,1200 Airport Dr,1st Floor Parking Garage,South Burlington,VT,5403,,802-863-2874  802-865-7571,E,,Public,24 hours daily,,,,,,6,,,Non-Networked,,GPS,44.469281,-73.154972,2023-09-14,32973,2025-10-09 16:45:14 UTC,LG,,,2004-01-15,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,TRUE,
ELEC,LADWP - Boylston,1141 W 2nd St,At Beaudry Ave,Los Angeles,CA,90026,,,E,,Private - Government only,Employee use only,,,,,,17,,,Non-Networked,,200-8,34.059047,-118.256812,2023-09-14,33177,2025-08-18 15:54:31 UTC,LG,,,2016-10-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
ELEC,LADWP - Central District,1350 S Wall St,North of 15th St,Los Angeles,CA,90015,,,E,,Private,Fleet use only,,,,,,19,,,Non-Networked,,200-8,34.033898,-118.256673,2024-01-09,33178,2025-08-18 15:54:31 UTC,LG,,,1999-10-15,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
ELEC,LADWP - Lincoln Heights District,3101 Artesian St,Between W Ave 26 and W Ave 33,Los Angeles,CA,90031,,,E,,Private,Fleet use only,,,,,,79,,,Non-Networked,,200-8,34.081998,-118.21713,2023-09-14,33179,2025-08-18 15:54:31 UTC,LG,,,2016-01-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
ELEC,LADWP - Receiving Station C,900 E Lomita Blvd,East of Wilmington Ave,Wilmington,CA,90744,,,E,,Private - Government only,Fleet use only,,,,,,2,,,Non-Networked,,200-8,33.799476,-118.257977,2024-01-09,33180,2025-08-18 15:54:31 UTC,LG,,,2016-01-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
ELEC,LADWP - Valley Center Admin Lot,14401 Saticoy St,At Van Nuys Blvd,Van Nuys,CA,91405,,,E,,Private - Government only,Fleet and employee use only,,,,,,95,2,,Non-Networked,,200-8,34.208708,-118.444358,2023-09-14,33182,2025-08-18 15:54:31 UTC,LG,,,2019-05-06,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
ELEC,LADWP - Valley Generating Station,11801 Sheldon St,Between Glenoaks Blvd and San Fernando Rd,Sun Valley,CA,91352,,,E,,Private,Fleet and employee use only,,,,,,17,,,Non-Networked,,200-8,34.241928,-118.390147,2024-01-09,33183,2025-08-18 15:54:31 UTC,LG,,,1999-10-15,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
ELEC,Oregon Museum of Science and Industry (OMSI) - South Parking Lot,1945 SE Water Ave,Under solar canopy in east parking lot,Portland,OR,97214,,800-955-6674,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2,2,,,Non-Networked,,GPS,45.508396,-122.664667,2025-06-06,33378,2025-06-06 18:42:11 UTC,P,,,2008-10-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,SOLAR,FALSE,,,,,,,,LD,FALSE,
ELEC,Nut Tree Village,1651 E Monte Vista Ave,NULL,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,1,,1 SP Inductive,Non-Networked,,200-9,38.368755,-121.961192,2024-07-11,33545,2025-02-12 00:16:32 UTC,P,,,2008-12-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,4th and G Plaza Public Parking Garage,817 4th St,Entrance on 4th St,Davis,CA,95616,,530-753-7730,E,,Public,6am-2am daily,,,,,,2,,,Non-Networked,,GPS,38.54643,-121.7388,2024-05-09,33555,2025-02-12 00:16:32 UTC,P,,,2008-12-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Davis Amtrak Station,840 2nd St,2nd & H St,Davis,CA,95616,,,E,,Public,24 hours daily,,,,,,2,,1 SP Inductive,Non-Networked,,GPS,38.5443,-121.738,2023-01-10,33556,2025-05-05 20:48:32 UTC,P,,,2008-12-01,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,University of California - Davis - Quad Parking Structure,6 Howard Way,Quad Structure; Between Russell Blvd & North Quad,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3,7,,,Non-Networked,,GPS,38.544538,-121.749713,2023-01-10,33557,2025-05-07 15:59:42 UTC,P,,,2008-12-01,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,University Covenant Church,315 Mace Blvd,NULL,Davis,CA,95618,,530-756-3923,E,,Public,For guests/workers only,,,,,,1,,,Non-Networked,,GPS,38.55755,-121.6947,2024-08-15,33558,2025-02-12 00:16:32 UTC,P,,,2008-12-01,,,,,J1772,US,,,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,Wildhorse Golf Club,2323 Rockwell Dr,NULL,Davis,CA,95618,,530-753-4900,E,,Public,24 hours daily; customer use only,,,,,,2,,,Non-Networked,,200-9,38.569412,-121.721373,2023-05-03,33559,2024-01-31 22:07:01 UTC,P,,,1998-06-15,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Lakewood Center Mall,4500 Silva St,Located near Nordstrom Rack,Lakewood,CA,90712,,562-531-6707,E,,Public,5am-10pm daily,,,,,,2,,,Non-Networked,,GPS,33.84788,-118.13889,2023-05-03,33564,2024-01-31 22:07:01 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Golden Gate Ferry Terminal,101 E Sir Francis Drake Blvd,NULL,Larkspur,CA,94939,,415-925-5570,E,,Public,24 hours daily; pay lot,,,,,,2,,,Non-Networked,,GPS,37.94495,-122.5096,2025-06-06,33690,2025-06-06 18:42:11 UTC,P,,,2008-12-31,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Oakland International Airport - Daily Lot,1 Airport Dr,"Enter Daily Parking Lot.  Section L6, behind Parking Management Office.",Oakland,CA,94621,,510-563-3361,E,,Public,24 hours daily; pay lot,,,,,,4,,,Non-Networked,,GPS,37.7136,-122.2087,2023-06-12,33695,2025-04-29 18:26:59 UTC,LG,,,2012-12-20,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Seattle-Tacoma International Airport - General Parking,17801 Pacific Hwy S,7th floor parking garage,Seattle,WA,98188,,206-787-5388,E,,Public,24 hours daily; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,A Cash CREDIT D Debit M V,,,,,68,,,Non-Networked,,200-8,47.443377,-122.296229,2025-06-06,33717,2025-06-06 18:42:11 UTC,P,,,2010-03-01,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,$8.00 per hour parking fee; $37.00 per day parking fee,,,,,,,,,NONE,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Champaign - Hill Street Parking Deck,123 W Hill St,"From Neil St head west on Hill or enter the deck from Randolph St between Church and Hill. Four charging stations on 3rd floor, east end of parking deck.",Champaign,IL,61820,,217-403-4700,E,,Public,24 hours daily; pay lot,,,,,,4,,,Non-Networked,,GPS,40.119161,-88.244185,2024-09-12,33921,2025-02-12 00:16:32 UTC,LG,,,2009-01-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Discovery Center of Idaho,131 W Myrtle St,NULL,Boise,ID,83702,,208-343-9895,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.608009,-116.197968,2024-12-10,34106,2025-02-12 00:16:32 UTC,P,,,2017-04-20,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Keizer - City Hall,930 Chemawa Rd NE,NULL,Salem,OR,97303,,503-390-3700,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2,,,,Non-Networked,,200-9,44.99574,-123.019758,2025-06-06,34849,2025-06-06 18:42:11 UTC,SG,,,2009-10-15,,,,,NEMA520,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Nike - LA Garage,1 Bowerman Dr,NULL,Beaverton,OR,97006,,,E,,Private,For employee use only,,,,,,6,,,Non-Networked,,GPS,45.508795,-122.8249,2023-01-10,34859,2025-03-17 15:30:09 UTC,P,,,2017-02-21,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,WIND,,,,,,,,,LD,TRUE,
ELEC,Fairfield Transportation Center,2000 Cadenasso Dr,NULL,Fairfield,CA,94533,,707-434-3800,E,,Public,24 hours daily,,,,,,2,,2 Tesla Conductive,Non-Networked,,GPS,38.2482,-122.0678,2024-07-11,35146,2025-02-12 00:16:32 UTC,LG,,,2009-05-01,,,,,J1772,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,LINCOLN CITY TAFT DUAL 1,1226 SW 50th St,NULL,Lincoln City,OR,97367,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,44.928439,-124.015824,2025-10-20,35258,2025-10-20 01:15:36 UTC,,,,2010-05-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,New York Institute of Technology - Old Westbury Solar Carport Station,Valentines Ln & Northern Blvd,Route 25A,Old Westbury,NY,11568,,,E,,Private,Drivers must bring their own J1772 cordset for Level 1 charging,,,,,4,,,,Non-Networked,,GPS,40.814019,-73.608978,2024-03-14,35272,2025-02-12 00:16:32 UTC,P,,,2009-11-15,,,,,NEMA520,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,LD,FALSE,
ELEC,MGE WILLY ST E,1221 Williamson St,In Parking Lot by Front Door,Madison,WI,53703,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.083979,-89.363091,2025-10-20,35290,2025-10-20 01:00:49 UTC,,,,2009-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,LBCC LBCC DUAL 2,Ellingson Rd SW,NULL,Albany,OR,97321,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,44.586123,-123.115389,2025-10-20,35480,2025-10-20 01:14:48 UTC,,,,2009-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,OEG,3200 NW Yeon Ave,NULL,Portland,OR,97210,,,E,,Private,Employee use only,,,,,,2,,,Non-Networked,,200-9,45.545898,-122.707102,2025-06-06,35557,2025-06-06 18:42:11 UTC,P,,,2009-11-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Home Depot,1551 Froom Ranch Way,NULL,San Luis Obispo,CA,93405,,805-596-0857,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,35.249929,-120.689683,2023-05-03,35560,2024-01-31 22:07:01 UTC,P,,,2000-04-15,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,MD,FALSE,
ELEC,San Luis Obispo Promenade - Bed Bath & Beyond,319 Madonna Rd,NULL,San Luis Obispo,CA,93401,,805-545-7556  805-542-9004,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,35.25982,-120.676,2024-07-11,35561,2025-02-12 00:16:32 UTC,P,,,2000-04-15,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,New York State Energy Research Development Authority - Headquarters,17 Columbia Cir,NULL,Albany,NY,12203,,,E,,Private,Employee and guest use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,7,,,Non-Networked,,200-9,42.702424,-73.857693,2024-08-15,35562,2025-02-12 00:16:32 UTC,P,,,2008-07-01,,,,,J1772 NEMA520,US,,,,Privé,,private,,,STATE_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Saratoga Technology & Energy Park,10 Hermes Rd,NULL,Malta,NY,12020,,,E,,Private,Employee and guest use only; drivers must bring their own cord for level 1 charging.,,,,,2,,,,Non-Networked,,200-9,42.969823,-73.773021,2024-08-15,35563,2025-02-12 00:16:32 UTC,SG,,,2008-07-01,,,,,NEMA520,US,,,,Privé,,private,,,RESEARCH_FACILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
